2026-04-30 13:35:48.816960+00:00,908.4742432,24.96528625,58.54034424
2026-04-30 13:36:08.823019+00:00,929.2155762,24.82643127,58.95690918
2026-04-30 13:36:28.832631+00:00,102.5542526,25.10681152,58.32672119
2026-04-30 13:36:48.847064+00:00,875.8023071,25.05073547,58.49914551
2026-04-30 13:37:08.854211+00:00,880.1549072,24.83978271,58.98132324
2026-04-30 13:37:28.863138+00:00,890.9165039,24.9786377,58.54187012
2026-04-30 13:37:48.876857+00:00,874.3222046,25.00801086,58.53729248
2026-04-30 13:38:08.883461+00:00,915.7991943,25.16288757,58.21228027
2026-04-30 13:38:28.960728+00:00,935.3826904,25.12283325,58.36334229
2026-04-30 13:38:48.995806+00:00,877.7687378,24.85313416,59.03930664
2026-04-30 13:39:09.004853+00:00,874.751709,24.89585876,58.99047852
2026-04-30 13:39:21.542103+00:00,903.1905518,25.21896362,58.0871582
2026-05-01 08:04:39.639400+00:00,875.90271,25.02403259,58.45947266
2026-05-01 08:04:59.646353+00:00,874.8735352,25.02403259,58.51745605
2026-05-01 08:05:19.657599+00:00,938.4418945,25.02403259,58.51745605
2026-05-01 08:05:39.688910+00:00,875.2699585,25.05073547,58.46405029
2026-05-01 08:05:59.702958+00:00,886.5515747,24.99198914,58.52203369
2026-05-01 08:06:19.709004+00:00,878.4771729,25.08010864,58.39080811
2026-05-01 08:06:39.724003+00:00,876.8088989,25.02403259,58.50524902
2026-05-01 08:06:59.729124+00:00,877.4384766,24.8664856,58.99810791
2026-05-01 08:07:19.739201+00:00,876.6358643,25.08010864,58.34503174
2026-05-01 08:07:39.752591+00:00,875.1040649,25.02403259,58.54034424
2026-05-01 08:07:59.759809+00:00,908.4742432,24.96528625,58.54034424
